Handle	Title	Body (HTML)	Vendor	Product Category	Type	Tags	Published	Option1 Name	Option1 Value	Option1 Linked To	Option2 Name	Option2 Value	Option2 Linked To	Option3 Name	Option3 Value	Option3 Linked To	Variant SKU	Variant Grams	Variant Inventory Tracker	Variant Inventory Qty	Variant Inventory Policy	Variant Fulfillment Service	Variant Price	Variant Compare At Price	Variant Requires Shipping	Variant Taxable	Unit Price Total Measure	Unit Price Total Measure Unit	Unit Price Base Measure	Unit Price Base Measure Unit	Variant Barcode	Image Src	Image Position
modern-triangle-pendant-light-single-geometric-hanging-ceiling-lamp-for-living-room	Modern Triangle Pendant Light â€“ Single Geometric Hanging Ceiling Lamp for Living Room	"<p data-start=""625"" data-end=""851"">Crafted from durable metal, the pendant lamp blends <strong data-start=""677"" data-end=""715"">industrial and contemporary design</strong>, making it a statement dÃ©cor piece. The exposed bulb design creates warm, ambient lighting while highlighting its geometric elegance.</p>
<p data-start=""853"" data-end=""874"">âœ… <strong data-start=""855"" data-end=""872"">Key Features:</strong></p>
<ul data-start=""875"" data-end=""1191"">
<li data-start=""875"" data-end=""918"">
<p data-start=""877"" data-end=""918"">Single triangle geometric pendant light</p>
</li>
<li data-start=""919"" data-end=""963"">
<p data-start=""921"" data-end=""963"">Industrial-style matte black metal frame</p>
</li>
<li data-start=""964"" data-end=""1004"">
<p data-start=""966"" data-end=""1004"">Minimalist design with modern appeal</p>
</li>
<li data-start=""1005"" data-end=""1056"">
<p data-start=""1007"" data-end=""1056"">Adjustable hanging cord for customizable height</p>
</li>
<li data-start=""1057"" data-end=""1115"">
<p data-start=""1059"" data-end=""1115"">Compatible with E27 bulbs (LED, Edison, or warm light)</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lighting Fixtures > Ceiling Light Fixtures			TRUE	Color	black	product.metafields.shopify.color-pattern								0	shopify	5	deny	manual	3000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-12at9.08.57PM_1.jpg?v=1757700314	1
modern-square-cube-pendant-light-single-geometric-hanging-ceiling-lamp-for-living-room	Modern Square Cube Pendant Light â€“ Single Geometric Hanging Ceiling Lamp for Living Room	"<p data-start=""633"" data-end=""870"">afted with durable metal, this hanging ceiling lamp combines <strong data-start=""696"" data-end=""738"">industrial and contemporary aesthetics</strong> to deliver both function and style. Its exposed bulb design creates warm ambient lighting, perfect for cozy yet modern interiors.</p>
<p data-start=""872"" data-end=""893"">âœ… <strong data-start=""874"" data-end=""891"">Key Features:</strong></p>
<ul data-start=""894"" data-end=""1244"">
<li data-start=""894"" data-end=""955"">
<p data-start=""896"" data-end=""955"">Single square cube pendant light in geometric cage design</p>
</li>
<li data-start=""956"" data-end=""1007"">
<p data-start=""958"" data-end=""1007"">Modern industrial style with matte black finish</p>
</li>
<li data-start=""1008"" data-end=""1059"">
<p data-start=""1010"" data-end=""1059"">Durable metal construction for long-lasting use</p>
</li>
<li data-start=""1060"" data-end=""1111"">
<p data-start=""1062"" data-end=""1111"">Adjustable cord for customized height placement</p>
</li>
<li data-start=""1112"" data-end=""1170"">
<p data-start=""1114"" data-end=""1170"">Compatible with E27 bulbs (LED, Edison, or warm light)</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lighting Fixtures > Ceiling Light Fixtures			TRUE	Color	black	product.metafields.shopify.color-pattern								0	shopify	5	deny	manual	3000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-12at9.08.58PM.jpg?v=1757700079	1
rustic-3-light-cage-pendant-chandelier-vintage-hanging-ceiling-lamp-with-rope-detail-for-living-room	Rustic 3-Light Cage Pendant Chandelier â€“ Vintage Hanging Ceiling Lamp with Rope Detail for Living Room	"<p data-start=""710"" data-end=""930"">he exposed bulb design enhances the vintage appeal, while the sturdy construction ensures long-lasting durability. With adjustable hanging cords, you can customize the height to fit your ceiling and design preference.</p>
<p data-start=""932"" data-end=""953"">âœ… <strong data-start=""934"" data-end=""951"">Key Features:</strong></p>
<ul data-start=""954"" data-end=""1266"">
<li data-start=""954"" data-end=""1013"">
<p data-start=""956"" data-end=""1013"">Set of 3 rustic cage pendant lights with rope detailing</p>
</li>
<li data-start=""1014"" data-end=""1067"">
<p data-start=""1016"" data-end=""1067"">Industrial black metal finish for farmhouse style</p>
</li>
<li data-start=""1068"" data-end=""1118"">
<p data-start=""1070"" data-end=""1118"">Adjustable cords for different ceiling heights</p>
</li>
<li data-start=""1119"" data-end=""1189"">
<p data-start=""1121"" data-end=""1189"">Compatible with E27 bulbs (LED, Edison, or warm light recommended)</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lighting Fixtures > Chandeliers			TRUE	Set	1									0	shopify	4	deny	manual	3500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-12at9.08.57PM.jpg?v=1757699432	1
rustic-3-light-cage-pendant-chandelier-vintage-hanging-ceiling-lamp-with-rope-detail-for-living-room									2									0	shopify	5	deny	manual	6000		TRUE	TRUE							
rustic-3-light-cage-pendant-chandelier-vintage-hanging-ceiling-lamp-with-rope-detail-for-living-room									3									0	shopify	5	deny	manual	8000		TRUE	TRUE							
ustic-cage-pendant-light-vintage-hanging-ceiling-lamp-with-rope-detail-for-living-room	ustic Cage Pendant Light â€“ Vintage Hanging Ceiling Lamp with Rope Detail for Living Room	"<p data-start=""650"" data-end=""912"">durable metal and finished with a touch of natural rope, this pendant lamp brings together <strong data-start=""758"" data-end=""793"">industrial and farmhouse design</strong> in one piece. Its compact size makes it ideal as a <strong data-start=""845"" data-end=""871"">single statement light</strong> or in multiples for a dramatic effect.</p>
<p data-start=""914"" data-end=""935"">âœ… <strong data-start=""916"" data-end=""933"">Key Features:</strong></p>
<ul data-start=""936"" data-end=""1186"">
<li data-start=""936"" data-end=""987"">
<p data-start=""938"" data-end=""987"">Rustic black metal cage design with rope accent</p>
</li>
<li data-start=""988"" data-end=""1028"">
<p data-start=""990"" data-end=""1028"">Warm vintage style for cozy ambiance</p>
</li>
<li data-start=""1029"" data-end=""1064"">
<p data-start=""1031"" data-end=""1064"">Sturdy and durable construction</p>
</li>
<li data-start=""1065"" data-end=""1134"">
<p data-start=""1067"" data-end=""1134"">Compatible with E27 bulb (LED, Edison, or warm light recommended)</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lighting Fixtures > Ceiling Light Fixtures			TRUE	size	3 ft									0	shopify	5	deny	manual	3500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-12at9.08.58PM_1.jpg?v=1757699325	1
modern-geometric-pendant-light-3-hanging-cage-design-ceiling-chandelier-for-living-room-dining-bedroom	Modern Geometric Pendant Light â€“ 3 Hanging Cage Design Ceiling Chandelier for Living Room, Dining, Bedroom	"<p data-start=""640"" data-end=""870"">Crafted with durable metal and a matte black finish, the pendant lamp creates an eye-catching centerpiece while providing warm, ambient lighting. Its adjustable hanging cords allow flexible placement to fit high or low ceilings.</p>
<p data-start=""872"" data-end=""893"">âœ… <strong data-start=""874"" data-end=""891"">Key Features:</strong></p>
<ul data-start=""894"" data-end=""1150"">
<li data-start=""894"" data-end=""937"">
<p data-start=""896"" data-end=""937"">3 hanging geometric cage pendant lights</p>
</li>
<li data-start=""938"" data-end=""992"">
<p data-start=""940"" data-end=""992"">Durable metal construction with matte black finish</p>
</li>
<li data-start=""993"" data-end=""1045"">
<p data-start=""995"" data-end=""1045"">Modern and industrial design for versatile dÃ©cor</p>
</li>
<li data-start=""1046"" data-end=""1090"">
<p data-start=""1048"" data-end=""1090"">Adjustable cords for customizable height</p>
</li>
<li data-start=""1091"" data-end=""1150"">
<p data-start=""1093"" data-end=""1150"">Perfect for home, office, cafÃ©, and restaurant lighting</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lighting Fixtures > Chandeliers			FALSE	Color	black	product.metafields.shopify.color-pattern								0	shopify	5	deny	manual	4000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-12at9.08.59PM.jpg?v=1757698470	1
decorative-artificial-flower-arrangement-in-round-pink-ceramic-pot-home-office-decor	Decorative Artificial Flower Arrangement in Round Pink Ceramic Pot â€“ Home & Office Decor	<p>âœ” <strong data-start="511" data-end="534">Premium Ceramic Pot</strong> â€“ Round shape in a stylish pink finish<br data-start="573" data-end="576">âœ” <strong data-start="578" data-end="610">Beautiful Artificial Flowers</strong> â€“ Lifelike design for a fresh look all year<br data-start="654" data-end="657">âœ” <strong data-start="659" data-end="678">Low Maintenance</strong> â€“ No watering or sunlight required<br data-start="713" data-end="716">âœ” <strong data-start="718" data-end="739">Compact &amp; Elegant</strong> â€“ Perfect for coffee tables, shelves, bedrooms, and offices<br data-start="799" data-end="802">âœ” <strong data-start="804" data-end="827">Versatile Gift Idea</strong> â€“ A thoughtful dÃ©cor piece for loved ones</p>	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	Color	pink	product.metafields.shopify.color-pattern								0	shopify	50	deny	manual	4800		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-12at5.18.00PM.jpg?v=1757686100	1
5-5-ft-artificial-swiss-cheese-plant-with-coconut-husk-premium-indoor-floor-decor	5.5 ft Artificial Swiss Cheese Plant with Coconut Husk â€“ Premium Indoor Floor DÃ©cor	<p>âœ” <strong data-start="538" data-end="549">Height:</strong> 5.5 ft â€“ Perfect for floor placement<br data-start="586" data-end="589">âœ” <strong data-start="591" data-end="612">Realistic Design:</strong> Broad Monstera-style Swiss Cheese leaves<br data-start="653" data-end="656">âœ” <strong data-start="658" data-end="677">Eco-Touch Base:</strong> Coconut husk for a natural look<br data-start="709" data-end="712">âœ” <strong data-start="714" data-end="741">Durable &amp; Long-Lasting:</strong> No watering, no sunlight required<br data-start="775" data-end="778">âœ” <strong data-start="780" data-end="805">Stylish Pot Included:</strong> Sleek black pot with golden rim for a modern vibe</p>	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Planter Color	black	product.metafields.shopify.color-pattern	Height	5.5 ft						0	shopify	50	deny	manual	8500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-12at5.18.02PM.jpg?v=1757685830	1
5-5-ft-artificial-swiss-cheese-plant-with-coconut-husk-premium-indoor-floor-decor									white			5.5 ft						0	shopify	49	deny	manual	8900		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsApp_Image_2025-09-12_at_5.18.02_PM_1.jpg?v=1757685919	2
artificial-grass-plant-with-woven-basket-wooden-stand	Artificial Grass Plant with Woven Basket & Wooden Stand	<p>âœ” <strong data-start="371" data-end="390">Low Maintenance</strong> â€“ No watering, no sunlight required.<br data-start="427" data-end="430">âœ” <strong data-start="432" data-end="450">Realistic Look</strong> â€“ High-quality artificial grass for a fresh and natural feel.<br data-start="512" data-end="515">âœ” <strong data-start="517" data-end="535">Durable Design</strong> â€“ Handcrafted basket with solid wooden stand.<br data-start="581" data-end="584">âœ” <strong data-start="586" data-end="605">Versatile DÃ©cor</strong> â€“ Perfect for living rooms, bedrooms, offices, and entryways.<br data-start="667" data-end="670">âœ” <strong data-start="672" data-end="696">Indoor &amp; Outdoor Use</strong> â€“ Beautify any space effortlessly.</p>	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Size	Small									0	shopify	10	deny	manual	6000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-12at5.18.01PM.jpg?v=1757680041	1
artificial-grass-plant-with-woven-basket-wooden-stand									Large									0	shopify	0	deny	manual	6000		TRUE	TRUE							
6-ft-artificial-plant-with-multi-shaded-leaves-tall-indoor-outdoor-decorative-greenery	6 Ft Artificial Plant with Multi-Shaded Leaves â€“ Tall Indoor & Outdoor Decorative Greenery	<p>Bring nature indoors with this <strong data-start="347" data-end="413">6 ft tall artificial plant featuring multi-shaded green leaves</strong>. Designed with a realistic look and premium quality materials, itâ€™s a perfect way to add freshness and style to <strong data-start="526" data-end="572">living rooms, bedrooms, offices, or patios</strong> without any maintenance.</p>	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Planter color	BLACK									0	shopify	19	deny	manual	13500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.25PM_1.jpg?v=1757613889	1
6-ft-artificial-plant-with-multi-shaded-leaves-tall-indoor-outdoor-decorative-greenery									WHITE									0	shopify	20	deny	manual	13500		TRUE	TRUE							
wavy-standing-mirror-5x2-ft-full-length-decorative-floor-mirror-for-bedroom-living-room	Wavy Standing Mirror â€“ 5x2 Ft Full Length Decorative Floor Mirror for Bedroom & Living Room	"<p data-start=""642"" data-end=""659""><strong data-start=""644"" data-end=""657"">Features:</strong></p>
<ul data-start=""660"" data-end=""940"">
<li data-start=""660"" data-end=""715"">
<p data-start=""662"" data-end=""715"">Unique <strong data-start=""669"" data-end=""690"">wavy frame design</strong> for a modern aesthetic</p>
</li>
<li data-start=""716"" data-end=""770"">
<p data-start=""718"" data-end=""770"">Size: 5x2 ft â€“ ideal as a full-length floor mirror</p>
</li>
<li data-start=""771"" data-end=""831"">
<p data-start=""773"" data-end=""831"">Can be used for dressing, dÃ©cor, or as a statement piece</p>
</li>
<li data-start=""832"" data-end=""892"">
<p data-start=""834"" data-end=""892"">Perfect for bedrooms, living rooms, hallways &amp; boutiques</p>
</li>
<li data-start=""893"" data-end=""940"">
<p data-start=""895"" data-end=""940"">Durable, stylish, and easy to place or move</p>
</li>
</ul>
<p data-start=""942"" data-end=""1049"">Transform your interiors with this <strong data-start=""977"" data-end=""992"">wavy mirror</strong>, blending practicality with bold, contemporary design.</p>"	Cosmo Decorpk	Home & Garden > Decor > Mirrors			TRUE	size	5 ft by 2 ft									0	shopify	15	deny	manual	15000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_5_7.jpg?v=1757613403	1
capsule-shaped-wall-mirror-modern-decorative-mirror-for-bedroom-living-room-hallway	Capsule Shaped Wall Mirror â€“ Modern Decorative Mirror for Bedroom, Living Room & Hallway	"<p data-start=""647"" data-end=""664""><strong data-start=""649"" data-end=""662"">Features:</strong></p>
<ul data-start=""665"" data-end=""949"">
<li data-start=""665"" data-end=""715"">
<p data-start=""667"" data-end=""715"">Unique capsule-shaped design for a modern look</p>
</li>
<li data-start=""716"" data-end=""760"">
<p data-start=""718"" data-end=""760"">High-quality glass with clear reflection</p>
</li>
<li data-start=""761"" data-end=""826"">
<p data-start=""763"" data-end=""826"">Perfect for bedrooms, living rooms, hallways &amp; dressing rooms</p>
</li>
<li data-start=""827"" data-end=""890"">
<p data-start=""829"" data-end=""890"">Decorative and functional â€“ adds light &amp; depth to any space</p>
</li>
<li data-start=""891"" data-end=""949"">
<p data-start=""893"" data-end=""949"">Easy to mount on walls, ideal for home or office dÃ©cor</p>
</li>
</ul>
<p data-start=""951"" data-end=""1075"">Bring a touch of sophistication to your interiors with this <strong data-start=""1011"" data-end=""1037"">stylish capsule mirror</strong>, blending simplicity with elegance.</p>"	Cosmo Decorpk	Home & Garden > Decor > Mirrors			TRUE	size	5 ft by 1.5 ft		Frame Color	gold	product.metafields.shopify.color-pattern	Frame Material	Iron			0	shopify	50	deny	manual	9000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsApp_Image_2025-09-11_at_3.58.17_PM_1.jpg?v=1757612672	1
capsule-shaped-wall-mirror-modern-decorative-mirror-for-bedroom-living-room-hallway									5 ft by 1.5 ft			black			Iron			0	shopify	50	deny	manual	9000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.19PM.jpg?v=1757612630	2
capsule-shaped-wall-mirror-modern-decorative-mirror-for-bedroom-living-room-hallway									6 ft by 1.5 ft			gold			Iron			0	shopify	50	deny	manual	9000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.18PM_1.jpg?v=1757612630	3
capsule-shaped-wall-mirror-modern-decorative-mirror-for-bedroom-living-room-hallway									6 ft by 1.5 ft			black			Iron			0	shopify	50	deny	manual	9000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsApp_Image_2025-09-11_at_3.58.17_PM.jpg?v=1757612672	4
capsule-shaped-wall-mirror-modern-decorative-mirror-for-bedroom-living-room-hallway																																https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsApp_Image_2025-09-11_at_3.58.18_PM.jpg?v=1757612673	5
5-ft-artificial-banana-plant-with-8-leaves-in-non-breakable-grp-pot-pvc-rubber-indoor-outdoor-decor	5 Ft Artificial Banana Plant with 8 Leaves in Non-Breakable GRP Pot â€“ PVC Rubber Indoor & Outdoor DÃ©cor	"<ul>
<li data-start=""780"" data-end=""823"">
<p data-start=""782"" data-end=""823"">Height: 5 ft with 8 large banana leaves</p>
</li>
<li data-start=""824"" data-end=""877"">
<p data-start=""826"" data-end=""877"">Made from premium PVC rubber for a realistic look</p>
</li>
<li data-start=""878"" data-end=""930"">
<p data-start=""880"" data-end=""930"">Comes with a sturdy 3 ft GRP pot (non-breakable)</p>
</li>
<li data-start=""931"" data-end=""969"">
<p data-start=""933"" data-end=""969"">Perfect for indoor &amp; outdoor dÃ©cor</p>
</li>
<li data-start=""970"" data-end=""1014"">
<p data-start=""972"" data-end=""1014"">Zero maintenance â€“ long-lasting greenery</p>
</li>
<li data-start=""1015"" data-end=""1066"">
<p data-start=""1017"" data-end=""1066"">Ideal for homes, offices, lobbies &amp; restaurants</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Planter color	clear	product.metafields.shopify.color-pattern								0	shopify	10	deny	manual	13000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.25PM.jpg?v=1757612268	1
5-ft-artificial-banana-plant-with-8-leaves-in-non-breakable-grp-pot-pvc-rubber-indoor-outdoor-decor									black									0	shopify	10	deny	manual	13000		TRUE	TRUE							
face-shaped-ceramic-vase-with-artificial-plant-modern-decorative-piece-for-home-office	Face Shaped Ceramic Vase with Artificial Plant â€“ Modern Decorative Piece for Home & Office	"<p data-start=""626"" data-end=""643""><strong data-start=""628"" data-end=""641"">Features:</strong></p>
<ul data-start=""644"" data-end=""905"">
<li data-start=""644"" data-end=""692"">
<p data-start=""646"" data-end=""692"">Artistic <strong data-start=""655"" data-end=""683"">face-shaped ceramic vase</strong> design</p>
</li>
<li data-start=""693"" data-end=""742"">
<p data-start=""695"" data-end=""742"">Includes artificial plant for a natural touch</p>
</li>
<li data-start=""743"" data-end=""795"">
<p data-start=""745"" data-end=""795"">Perfect for home dÃ©cor, office desks, or gifting</p>
</li>
<li data-start=""796"" data-end=""851"">
<p data-start=""798"" data-end=""851"">Modern decorative piece for living rooms &amp; bedrooms</p>
</li>
<li data-start=""852"" data-end=""905"">
<p data-start=""854"" data-end=""905"">Durable, stylish, and maintenance-free dÃ©cor item</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Title	Default Title									0	shopify	0	deny	manual	999	2500	TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.24PM_1.jpg?v=1757612152	1
round-ceramic-pot-with-artificial-pink-lotus-flowers-decorative-flower-vase-for-home-office	Round Ceramic Pot with Artificial Pink Lotus Flowers â€“ Decorative Flower Vase for Home & Office	<p>Bring natural beauty to your space with this <strong data-start="397" data-end="480">round ceramic pot featuring artificial pink lotus flowers and lush green leaves</strong>. The elegant glossy ceramic vase complements the lifelike flowers, making it a perfect <strong data-start="568" data-end="633">centerpiece for living rooms, bedrooms, offices, or entryways</strong>. No maintenance needed, just long-lasting beauty for your interiors.</p>	Cosmo Decorpk	Uncategorized			TRUE	Height	2.5 ft		Pot colors	yellow						0	shopify	50	deny	manual	3800		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.24PM.jpg?v=1757611775	1
round-ceramic-pot-with-artificial-pink-lotus-flowers-decorative-flower-vase-for-home-office									2.5 ft			gray						0	shopify	90	deny	manual	3800		TRUE	TRUE							
round-ceramic-pot-with-artificial-pink-lotus-flowers-decorative-flower-vase-for-home-office									2.5 ft			white						0	shopify	89	deny	manual	3800		TRUE	TRUE							
round-ceramic-pot-with-artificial-pink-lotus-flowers-decorative-flower-vase-for-home-office									2.5 ft			blue						0	shopify	89	deny	manual	3800		TRUE	TRUE							
black-gold-ceramic-table-lamps-with-golden-fabric-shade-set-of-2-luxury-decorative-lighting-18-inch	Black & Gold Ceramic Table Lamps with Golden Fabric Shade â€“ Set of 2, Luxury Decorative Lighting (18 Inch)	"<p data-start=""753"" data-end=""770""><strong data-start=""755"" data-end=""768"">Features:</strong></p>
<ul data-start=""771"" data-end=""1088"">
<li data-start=""771"" data-end=""815"">
<p data-start=""773"" data-end=""815"">Set of 2 luxury black &amp; gold table lamps</p>
</li>
<li data-start=""816"" data-end=""869"">
<p data-start=""818"" data-end=""869"">Premium ceramic body with glossy golden detailing</p>
</li>
<li data-start=""870"" data-end=""924"">
<p data-start=""872"" data-end=""924"">Golden fabric lampshade for cozy, ambient lighting</p>
</li>
<li data-start=""925"" data-end=""982"">
<p data-start=""927"" data-end=""982"">Height: 18 inches â€“ perfect for bedside &amp; side tables</p>
</li>
<li data-start=""983"" data-end=""1044"">
<p data-start=""985"" data-end=""1044"">Elegant dÃ©cor accent for bedrooms, living rooms &amp; offices</p>
</li>
<li data-start=""1045"" data-end=""1088"">
<p data-start=""1047"" data-end=""1088"">Ideal gift option for home dÃ©cor lovers</p>
</li>
</ul>
<p data-start=""1090"" data-end=""1215"">Transform your space with these <strong data-start=""1122"" data-end=""1155"">luxury decorative table lamps</strong> that combine elegance, functionality, and timeless style.</p>"	Cosmo Decorpk	Uncategorized			TRUE	Size	18 inch height									0	shopify	6	deny	manual	10000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.23PM.jpg?v=1757611584	1
golden-crystal-table-lamps-with-fabric-shade-set-of-2-elegant-decorative-lighting-18-inch	Golden Crystal Table Lamps with Fabric Shade â€“ Set of 2, Elegant Decorative Lighting (18 Inch)	"<p data-start=""743"" data-end=""760"">âœ¨ <strong data-start=""745"" data-end=""758"">Features:</strong></p>
<ul data-start=""761"" data-end=""1039"">
<li data-start=""761"" data-end=""799"">
<p data-start=""763"" data-end=""799"">Set of 2 luxury golden table lamps</p>
</li>
<li data-start=""800"" data-end=""854"">
<p data-start=""802"" data-end=""854"">Elegant crystal-inspired design with glossy finish</p>
</li>
<li data-start=""855"" data-end=""913"">
<p data-start=""857"" data-end=""913"">Premium golden fabric lampshade for cozy ambient light</p>
</li>
<li data-start=""914"" data-end=""979"">
<p data-start=""916"" data-end=""979"">Height: 18 inches â€“ ideal for bedside, side tables &amp; consoles</p>
</li>
<li data-start=""980"" data-end=""1039"">
<p data-start=""982"" data-end=""1039"">Perfect for bedrooms, living rooms, offices, or gifting</p>
</li>
</ul>
<p data-start=""1041"" data-end=""1150"">Upgrade your interior with these <strong data-start=""1074"" data-end=""1101"">luxury decorative lamps</strong> that blend elegance, style, and functionality</p>"	Cosmo Decorpk	Uncategorized			TRUE	SIZE	18 inch height									0	shopify	6	deny	manual	10800		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.22PM.jpg?v=1757611452	1
blue-versace-inspired-ceramic-table-lamp-with-fabric-shade-luxury-decorative-lighting-18-inch	Blue Versace-Inspired Ceramic Table Lamp with Fabric Shade â€“ Luxury Decorative Lighting (18 Inch)	"<p data-start=""615"" data-end=""632""><strong data-start=""617"" data-end=""630"">Features:</strong></p>
<ul data-start=""633"" data-end=""918"">
<li data-start=""633"" data-end=""695"">
<p data-start=""635"" data-end=""695"">Elegant <strong data-start=""643"" data-end=""664"">blue ceramic body</strong> with Versace-inspired design</p>
</li>
<li data-start=""696"" data-end=""748"">
<p data-start=""698"" data-end=""748"">Premium fabric lampshade for warm, soft lighting</p>
</li>
<li data-start=""749"" data-end=""804"">
<p data-start=""751"" data-end=""804"">Height: 18 inches â€“ ideal for bedside &amp; side tables</p>
</li>
<li data-start=""805"" data-end=""858"">
<p data-start=""807"" data-end=""858"">Stylish statement piece for luxury-inspired dÃ©cor</p>
</li>
<li data-start=""859"" data-end=""918"">
<p data-start=""861"" data-end=""918"">Perfect for bedrooms, living rooms, offices, or gifting</p>
</li>
</ul>
<p data-start=""920"" data-end=""1047"">Transform your space with this <strong data-start=""951"" data-end=""977"">designer-inspired lamp</strong> that combines fashion, functionality, and a touch of vibrant color.</p>"	Cosmo Decorpk	Uncategorized			TRUE	Size	18 inch height									0	shopify	6	deny	manual	10500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.23PM_1.jpg?v=1757611250	1
versace-inspired-ceramic-table-lamp-with-fabric-shade-luxury-decorative-lighting	Versace-Inspired Ceramic Table Lamp with Fabric Shade â€“ Luxury Decorative Lighting	"<p data-start=""536"" data-end=""553""><strong data-start=""538"" data-end=""551"">Features:</strong></p>
<ul data-start=""554"" data-end=""831"">
<li data-start=""554"" data-end=""607"">
<p data-start=""556"" data-end=""607"">Premium ceramic body with Versace-inspired design</p>
</li>
<li data-start=""608"" data-end=""662"">
<p data-start=""610"" data-end=""662"">Elegant fabric lampshade for soft ambient lighting</p>
</li>
<li data-start=""663"" data-end=""720"">
<p data-start=""665"" data-end=""720"">Height: 18 inches â€“ perfect for bedside &amp; side tables</p>
</li>
<li data-start=""721"" data-end=""771"">
<p data-start=""723"" data-end=""771"">Blends modern style with luxury-inspired dÃ©cor</p>
</li>
<li data-start=""772"" data-end=""831"">
<p data-start=""774"" data-end=""831"">Ideal for bedrooms, living rooms, offices, or as a gift</p>
</li>
</ul>
<p data-start=""833"" data-end=""958"">This <strong data-start=""838"" data-end=""872"">designer-inspired ceramic lamp</strong> brings fashion and functionality together, making it a standout piece for any home.</p>"	Cosmo Decorpk	Uncategorized			TRUE	Size	18 Inch height									0	shopify	6	deny	manual	10500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/WhatsAppImage2025-09-11at3.58.22PM_1.jpg?v=1757610939	1
